block_group,tract,county,state,area_block_group,medincome_block_group,race_total_block_group,race_white_block_group,race_black_block_group,race_asian_block_group,hisp_total_block_group,hisp_yes_block_group,hisp_yes_black_block_group,hisp_yes_white_block_group,hisp_yes_asian_block_group,hisp_no_black_block_group,hisp_no_white_block_group,hisp_no_asian_block_group,grip4_block_group_dens_m_km2
"060170320003",Census Tract 320,El Dorado County,California,133766172.95836,,124,118,0,3,124,54,0,26,0,0,67,3,0
"060374085051",Census Tract 4085.05,Los Angeles County,California,1250338.56503751,116250,1184,728,22,418,1184,521,0,470,0,22,219,418,1704.75438203364
"060375302022",Census Tract 5302.02,Los Angeles County,California,954196.578179773,62031,1983,970,0,197,1983,1748,0,844,0,0,82,153,265.466342380964
"060375315032",Census Tract 5315.03,Los Angeles County,California,212028.932663197,48306,1524,705,0,0,1524,1519,0,684,0,0,5,0,891.81650452315
"060375315042",Census Tract 5315.04,Los Angeles County,California,208208.068110008,41913,1523,742,0,0,1523,1502,0,721,0,0,21,0,0
"060372187011",Census Tract 2187.01,Los Angeles County,California,228411.656257482,45764,1143,148,407,321,1143,364,7,46,0,379,76,301,2867.60657087657
"060372198001",Census Tract 2198,Los Angeles County,California,106883.952847929,29408,902,505,172,6,902,686,0,467,0,172,38,6,0
"060790100023",Census Tract 100.02,San Luis Obispo County,California,65865571.9012177,67321,551,551,0,0,551,41,0,41,0,0,510,0,0
"060790101024",Census Tract 101.02,San Luis Obispo County,California,704566.199702134,55446,1269,1062,29,85,1269,534,0,401,0,29,621,45,2242.66047321849
"060570012065",Census Tract 12.06,Nevada County,California,5454136.08420324,89219,1783,1701,0,0,1783,390,0,308,0,0,1393,0,3777.55658113157
"060570012064",Census Tract 12.06,Nevada County,California,2678819.96221701,78578,849,802,30,0,849,324,0,239,0,0,495,0,2968.35189024557
"060570012032",Census Tract 12.03,Nevada County,California,6341144.94885588,113250,702,702,0,0,702,0,0,0,0,0,702,0,0
"060376025084",Census Tract 6025.08,Los Angeles County,California,161459.672562886,44167,2081,540,1179,214,2081,662,0,174,22,914,59,192,0
"060190065011",Census Tract 65.01,Fresno County,California,46226150.582116,26696,4520,3312,33,25,4520,4238,0,3086,0,33,212,25,98.5028292889862
"060750313013",Census Tract 313.01,San Francisco County,California,147517.271067639,90474,1459,410,377,793,1459,120,0,17,10,343,272,679,0
"060750313022",Census Tract 313.02,San Francisco County,California,187282.117387648,76563,1602,536,155,868,1602,397,0,297,0,155,182,834,1740.40840459715
"060750326012",Census Tract 326.01,San Francisco County,California,137172.368640696,99375,1793,578,174,975,1793,368,33,89,144,111,432,804,0
"060750326022",Census Tract 326.02,San Francisco County,California,137419.268742523,85592,1314,525,42,628,1314,215,0,0,0,5,460,582,0
"060750328021",Census Tract 328.02,San Francisco County,California,313663.078720213,93472,1350,372,86,899,1350,67,0,10,0,79,298,842,0
"060750329012",Census Tract 329.01,San Francisco County,California,167968.036736151,97438,1465,521,0,1051,1465,63,0,63,0,0,351,944,0
"060750329022",Census Tract 329.02,San Francisco County,California,168012.17660257,99205,1602,271,0,1360,1602,52,0,5,47,0,237,1284,0
"060750332031",Census Tract 332.03,San Francisco County,California,266179.20650278,44231,2620,1359,316,838,2620,308,40,158,0,223,1154,820,4933.28711524719
"060750352014",Census Tract 352.01,San Francisco County,California,118747.890479748,103942,1475,828,0,651,1475,112,0,44,0,0,711,598,0
"060750426011",Census Tract 426.01,San Francisco County,California,136555.981897287,62264,1220,736,56,499,1220,189,0,72,0,56,485,383,0
"060750426023",Census Tract 426.02,San Francisco County,California,111118.344915438,128250,1115,700,12,445,1115,47,0,26,0,0,602,371,0
"060750478021",Census Tract 478.02,San Francisco County,California,98401.8937925882,94712,1068,551,0,513,1068,149,0,95,9,0,415,463,1961.81535632175
"060190068023",Census Tract 68.02,Fresno County,California,17052228.2559975,,1443,946,0,0,1443,1365,0,824,0,0,29,0,324.041740288259
"060750611001",Census Tract 611,San Francisco County,California,153233.146775146,17650,590,68,0,530,590,0,0,0,0,0,60,522,5573.84711955761
"060373018011",Census Tract 3018.01,Los Angeles County,California,107047.31925352,64485,1038,826,18,109,1038,225,0,140,0,18,686,88,0
"060373024012",Census Tract 3024.01,Los Angeles County,California,182044.037169412,42530,1701,1195,33,310,1701,837,0,674,0,33,521,310,1649.1662476475
"060790106022",Census Tract 106.02,San Luis Obispo County,California,2949994.17485452,73194,1316,1157,0,151,1316,163,0,155,0,0,995,151,3607.08635609512
"060790120001",Census Tract 120,San Luis Obispo County,California,684029.366593969,76657,1966,1703,121,123,1966,280,17,108,54,104,1519,16,3964.34492778577
"060790121022",Census Tract 121.02,San Luis Obispo County,California,1041129.09196415,57135,1440,1303,89,57,1440,105,0,64,19,77,1208,20,5459.13090115464
"060790125033",Census Tract 125.03,San Luis Obispo County,California,1458569.61180492,40469,1265,1242,15,0,1265,149,0,149,0,0,1050,0,4202.71469794694
"060790127044",Census Tract 127.04,San Luis Obispo County,California,15357222.8558868,107794,1190,1190,0,31,1190,103,0,48,0,0,1035,0,500.989735685758
"060710027042",Census Tract 27.04,San Bernardino County,California,15080324.671216,111618,8408,4653,800,1749,8408,3783,0,1985,17,511,2201,1300,2756.19179825644
"060710008191",Census Tract 8.19,San Bernardino County,California,895067.967225386,71797,608,545,15,34,608,90,0,72,0,15,461,34,3838.07032315416
"060710009033",Census Tract 9.03,San Bernardino County,California,464351.641362712,43854,1436,653,219,150,1436,870,29,400,0,190,236,140,1496.27322550175
"060710021031",Census Tract 21.03,San Bernardino County,California,283166.241734358,29313,1547,757,425,63,1547,699,0,297,0,277,263,0,6857.8455822108
"060376505023",Census Tract 6505.02,Los Angeles County,California,807172.26094822,104435,2441,1313,47,859,2441,477,0,203,0,47,1017,802,3467.97849955169
"060376506042",Census Tract 6506.04,Los Angeles County,California,270161.732504555,63162,3000,967,103,1736,3000,124,0,93,20,22,701,1576,2101.9886014038
"060376508002",Census Tract 6508,Los Angeles County,California,387360.638523873,50039,1575,517,23,1037,1575,55,0,14,0,23,474,1008,2140.73993909769
"060372397021",Census Tract 2397.02,Los Angeles County,California,118988.063372235,31302,1371,115,592,0,1371,783,4,115,0,588,0,0,0
"060790100021",Census Tract 100.02,San Luis Obispo County,California,354498098.253801,88487,863,863,0,0,863,39,0,39,0,0,824,0,0
"060790104032",Census Tract 104.03,San Luis Obispo County,California,3139088.23118324,62656,930,876,17,22,930,41,0,26,0,17,850,22,4742.14542318548
"060730211003",Census Tract 211,San Diego County,California,257648380.98324,53393,4710,3733,70,88,4710,2110,0,1181,0,33,2283,22,187.218810746089
"060730212051",Census Tract 212.05,San Diego County,California,4883239.40747994,97902,2734,2721,0,108,2734,283,0,218,0,0,2369,0,2654.72374533466
"060730216002",Census Tract 216,San Diego County,California,543074.790008215,89219,909,879,6,33,909,174,0,174,0,0,689,30,262.689896054963
"060730221001",Census Tract 221,San Diego County,California,12536454.0238605,103100,2679,2506,98,152,2679,341,0,288,0,22,2064,64,2191.78496175968
"060710013052",Census Tract 13.05,San Bernardino County,California,444026.402552901,39904,1626,773,29,152,1626,1266,0,625,0,20,112,136,6526.70474944251
"060710013102",Census Tract 13.10,San Bernardino County,California,350590.897228129,65197,1605,917,16,22,1605,1297,0,486,0,0,286,6,4137.24174631026
"060710015031",Census Tract 15.03,San Bernardino County,California,239097.388199076,44511,2102,658,71,20,2102,1923,0,565,0,51,72,9,0
"060710013093",Census Tract 13.09,San Bernardino County,California,276305.091839265,53673,1466,678,164,235,1466,879,0,404,0,151,220,162,1561.11163547558
"060710021071",Census Tract 21.07,San Bernardino County,California,333742.048986359,80833,1519,1241,0,8,1519,1114,0,844,0,0,397,8,5167.82235222509
"060710018103",Census Tract 18.10,San Bernardino County,California,339121.046872597,83533,1805,1030,52,5,1805,1676,0,877,0,52,72,5,6932.76437159455
"060710020132",Census Tract 20.13,San Bernardino County,California,1386227.82244414,118548,2244,1925,99,187,2244,558,0,305,6,99,1489,55,6558.36276419727
"060710020231",Census Tract 20.23,San Bernardino County,California,666710.37102236,37537,2397,1601,138,233,2397,981,0,462,0,83,1033,179,521.19145458963
"060710020272",Census Tract 20.27,San Bernardino County,California,590437.051416601,54286,1604,1253,143,167,1604,517,0,327,0,143,777,84,7920.74635622198
"060710020351",Census Tract 20.35,San Bernardino County,California,1427434.20471483,95882,4811,2877,716,1314,4811,1474,16,905,0,564,1484,949,7308.7517259515
"060710020361",Census Tract 20.36,San Bernardino County,California,2730249.58762739,79829,10082,4712,2581,2392,10082,2426,134,1814,0,2314,2637,2269,3415.35809819292
"060710020213",Census Tract 20.21,San Bernardino County,California,805862.997898246,94500,1915,1419,153,304,1915,695,0,546,0,147,749,234,5216.95977575156
"060710020222",Census Tract 20.22,San Bernardino County,California,10074583.3725769,148611,8028,4428,628,2438,8028,1851,19,845,112,516,3194,2065,3491.08665991641
"060710023042",Census Tract 23.04,San Bernardino County,California,6914110.99120704,116165,10416,6245,1325,1684,10416,5054,0,3320,119,1297,2550,1260,4983.61718868203
"060710005031",Census Tract 5.03,San Bernardino County,California,324114.201898476,70600,1476,1107,96,87,1476,1085,0,833,0,57,211,65,5942.64154996256
"060710019051",Census Tract 19.05,San Bernardino County,California,610872.959737769,96141,2173,1478,46,299,2173,1232,0,812,0,46,440,238,9306.29920485622
"060190055163",Census Tract 55.16,Fresno County,California,658965.173147306,80127,1336,839,0,417,1336,303,0,223,0,0,603,417,4138.04287611995
"060750123021",Census Tract 123.02,San Francisco County,California,30866.6868016493,77218,1397,777,76,350,1397,304,0,110,0,76,635,350,0
"060190072011",Census Tract 72.01,Fresno County,California,27342495.7574574,50212,1802,1492,0,178,1802,1156,0,1000,0,0,408,175,195.044796772129
"060759809001",Census Tract 9809,San Francisco County,California,3757722.78260403,,272,189,17,59,272,58,0,41,0,17,138,49,7713.79579780019
"060750119011",Census Tract 119.01,San Francisco County,California,31436.8933203571,112885,1073,802,35,204,1073,32,0,0,0,35,788,186,0
"060750123022",Census Tract 123.02,San Francisco County,California,61721.7605700284,32321,1224,480,117,484,1224,242,0,36,10,72,418,421,3165.67994037178
"060790104033",Census Tract 104.03,San Luis Obispo County,California,9389050.24259884,75625,1486,1307,19,66,1486,362,0,238,0,0,1053,66,1814.17383625602
"060790106021",Census Tract 106.02,San Luis Obispo County,California,1803956.9409559,56691,953,837,0,0,953,83,0,28,0,0,783,0,1710.63570341547
"060710019011",Census Tract 19.01,San Bernardino County,California,649218.076412236,88958,1792,1158,130,175,1792,1098,0,524,5,126,436,88,9800.91208169894
"060710020141",Census Tract 20.14,San Bernardino County,California,2369490.99591802,136923,2235,1761,123,179,2235,814,0,270,0,123,1069,143,4553.99613110121
"060710012003",Census Tract 12,San Bernardino County,California,436130.542686034,106736,1009,769,111,8,1009,331,0,166,0,65,557,0,190.508308066857
"060710020211",Census Tract 20.21,San Bernardino County,California,5469146.26719362,153750,1473,1165,88,232,1473,276,0,228,0,88,877,127,2197.19496665517
"060710008144",Census Tract 8.14,San Bernardino County,California,863238.495087177,97344,757,568,13,72,757,372,0,268,0,13,300,72,4138.44405310123
"060710008201",Census Tract 8.20,San Bernardino County,California,3103094.51991644,142031,1675,1398,67,149,1675,232,0,148,0,51,1211,140,2514.29275903617
"060710127001",Census Tract 127,San Bernardino County,California,25981345.1786445,72250,1757,1309,182,215,1757,947,0,694,0,156,458,144,3176.1823633074
"060710021091",Census Tract 21.09,San Bernardino County,California,4594867.25399286,61276,4374,2322,1139,743,4374,1410,0,946,31,856,1101,703,3325.23875064839
"060710022071",Census Tract 22.07,San Bernardino County,California,5185967.67237537,60982,2390,1488,290,269,2390,1384,0,929,0,245,461,214,964.57501874463
"060610213094",Census Tract 213.09,Placer County,California,5218568.91432307,140435,5895,4318,253,1633,5895,768,0,641,0,218,3265,1257,4837.96756672105
"060610210402",Census Tract 210.40,Placer County,California,1285008.44868672,42222,1561,1396,0,151,1561,16,0,16,0,0,1324,151,9155.19032191144
"060610211061",Census Tract 211.06,Placer County,California,1108508.05225118,106563,849,817,13,65,849,62,0,48,0,9,698,13,1603.74898623194
"060610234001",Census Tract 234,Placer County,California,15876516.3291091,81905,4465,4016,244,278,4465,770,0,659,0,182,3156,232,1034.6835559492
"060610221002",Census Tract 221,Placer County,California,54636720.390869,24141,54,54,0,0,54,0,0,0,0,0,54,0,0
"060570012053",Census Tract 12.05,Nevada County,California,14297343.0536279,111406,546,533,0,0,546,27,0,14,0,0,503,0,253.06506430369
"060719401002",Census Tract 9401,San Bernardino County,California,16353725.0621189,32760,865,822,7,5,865,97,0,91,0,7,713,5,388.262721244887
"060710104134",Census Tract 104.13,San Bernardino County,California,3101601.09452137,52583,2490,2235,145,0,2490,526,0,416,0,145,1690,0,2774.49413940833
"060710104113",Census Tract 104.11,San Bernardino County,California,2370933.08684492,19842,1402,1348,74,39,1402,478,0,406,0,0,795,20,4136.41647716576
"060952512003",Census Tract 2512,Solano County,California,335774.697711362,53813,841,387,167,194,841,474,113,271,0,35,106,194,5159.01515164361
"060070030011",Census Tract 30.01,Butte County,California,1180911.48251206,38429,823,613,55,23,823,170,0,149,0,21,427,23,3476.33201449126
"060610236001",Census Tract 236,Placer County,California,2362728.20612829,63606,2239,2088,0,113,2239,193,0,155,0,0,1923,113,7691.99757656645
"060610233001",Census Tract 233,Placer County,California,1346390.56406683,109539,2681,2181,55,387,2681,362,0,282,0,45,1725,290,6483.35837202084
"060610223002",Census Tract 223,Placer County,California,21249399.7382375,71250,232,213,0,17,232,2,0,0,0,0,213,17,0
"060610220112",Census Tract 220.11,Placer County,California,41420579.0945001,102344,1105,1051,10,57,1105,23,0,18,0,0,1010,44,231.244997876344
"060610213091",Census Tract 213.09,Placer County,California,1228992.30598262,213750,1128,957,0,230,1128,74,0,53,0,0,837,163,3104.69210761862
"060610222002",Census Tract 222,Placer County,California,2219177.82299601,,186,162,0,0,186,30,0,6,0,0,156,0,1032.79319940048
"060610211301",Census Tract 211.30,Placer County,California,933847.745124516,75380,2591,2215,0,403,2591,494,0,394,0,0,1704,327,4722.52931052646
"060710005043",Census Tract 5.04,San Bernardino County,California,5006152.85748247,98672,1935,1487,70,183,1935,976,0,745,6,70,712,158,2745.142966256
"060710001172",Census Tract 1.17,San Bernardino County,California,2548465.41232139,144432,2878,2059,75,756,2878,926,30,727,0,45,1100,596,4363.63564070857
"060710001152",Census Tract 1.15,San Bernardino County,California,10896003.3921838,122695,4159,1897,58,2043,4159,1021,0,567,0,58,1044,1737,2342.05132211243
"060650452121",Census Tract 452.12,Riverside County,California,1471923.15514306,55597,1796,1374,288,10,1796,494,0,331,0,288,1004,10,4733.72451066675
"060710104233",Census Tract 104.23,San Bernardino County,California,82973538.3714322,26801,778,653,0,70,778,80,0,12,17,0,604,23,0
"060710111023",Census Tract 111.02,San Bernardino County,California,8970232.16868287,,169,169,0,0,169,59,0,59,0,0,110,0,0
"060710100173",Census Tract 100.17,San Bernardino County,California,32403457.7556967,82727,2870,2306,160,449,2870,622,0,545,0,83,1684,449,1309.77227242406
"060710019031",Census Tract 19.03,San Bernardino County,California,26421898.9856304,97935,9019,4190,402,3011,9019,3250,0,1676,0,383,2124,2815,1358.14296437786
"060710008211",Census Tract 8.21,San Bernardino County,California,2559730.34433453,60924,4124,2207,519,861,4124,1803,49,1028,0,269,956,709,2379.07199555148
"061070022031",Census Tract 22.03,Tulare County,California,1320899.72216537,54729,3446,2699,64,165,3446,2474,40,1863,0,18,796,157,6746.97545424719
"061070003012",Census Tract 3.01,Tulare County,California,21907160.9659883,35114,1638,1331,2,32,1638,1414,0,1104,10,0,183,12,89.5406864909801
"061070023023",Census Tract 23.02,Tulare County,California,665784.747465024,52240,1264,1127,25,35,1264,483,0,350,16,8,737,19,5568.14640838293
"060770053025",Census Tract 53.02,San Joaquin County,California,687342.584762373,49044,1151,1007,0,39,1151,684,0,532,0,0,428,39,4711.6320071354
"060770022021",Census Tract 22.02,San Joaquin County,California,1032629.49356151,38878,1582,904,87,219,1582,1226,12,842,0,75,62,219,1347.48228286738
"060770041062",Census Tract 41.06,San Joaquin County,California,49535976.3372083,95938,1063,998,0,40,1063,394,0,190,0,0,625,40,108.426751497157
"060770045021",Census Tract 45.02,San Joaquin County,California,1208798.05314174,29886,2326,1688,57,19,2326,1971,0,631,0,45,303,7,3613.37883696941
"060770052101",Census Tract 52.10,San Joaquin County,California,2552678.81460318,93809,7007,4114,699,2075,7007,1835,0,1181,23,524,2452,1754,10291.0610998714
"060770053072",Census Tract 53.07,San Joaquin County,California,512972.726781004,64970,1735,1038,134,386,1735,738,4,457,24,73,480,268,7132.26854610255
"060373007015",Census Tract 3007.01,Los Angeles County,California,3427290.17798413,135208,1604,1539,0,81,1604,146,0,146,0,0,1377,65,2311.46986314648
"060375715032",Census Tract 5715.03,Los Angeles County,California,334946.136848022,77292,1456,494,282,493,1456,410,0,176,0,255,283,471,5528.39653141857
"060375766020",Census Tract 5766.02,Los Angeles County,California,54553.2098656356,,0,0,0,0,0,0,0,0,0,0,0,0,0
"060650449281",Census Tract 449.28,Riverside County,California,4440805.81384375,78375,1060,1054,0,6,1060,27,0,27,0,0,1027,6,3825.68216571994
"060650451142",Census Tract 451.14,Riverside County,California,2001992.22721523,91912,1121,1059,0,30,1121,95,0,76,0,0,983,30,7716.92495356708
"060650451181",Census Tract 451.18,Riverside County,California,2861009.60689281,35849,2369,1918,156,156,2369,1040,54,750,0,15,1003,124,6037.579643651
"060650451211",Census Tract 451.21,Riverside County,California,2437417.79156939,32801,2642,1982,176,81,2642,928,0,472,0,125,1457,79,4420.85149391766
"060650451213",Census Tract 451.21,Riverside County,California,3910093.56561053,101827,2565,2557,0,8,2565,341,0,341,0,0,2200,8,6624.28635291154
"060650445211",Census Tract 445.21,Riverside County,California,169243348.031163,37702,1352,1059,69,90,1352,720,0,486,0,35,492,81,46.3574168035951
"060710121031",Census Tract 121.03,San Bernardino County,California,99061499.0137166,42361,1720,1556,29,25,1720,430,0,409,0,29,1139,25,49.9686954784068
